address,type,size,symbol,x-value
0x1024b800,float,8,__real@3f70000000000000,0.00390625
0x1024b808,float,8,__real@3eb0c6f7a0b5ed8d,1e-06
0x1024ca08,float,8,__real@3fe999999999999a,0.8
0x1024df10,float,8,__real@40d0002000000000,16384.5
0x1024df18,float,8,__real@4004e7aea0000000,2.613126039505005
0x1024df20,float,8,__real@3ff1517a80000000,1.0823922157287598
0x1024df28,float,8,__real@3ffd906bc0000000,1.8477590084075928
0x1024df30,float,8,__real@3ff6a09e60000000,1.4142135381698608
0x1024df38,float,8,__real@3ff4e7aea0000000,1.3065630197525024
0x1024df40,float,8,__real@3fe1517a80000000,0.5411961078643799
0x1024df48,float,8,__real@3fd87de2a0000000,0.3826834261417389
0x1024df50,float,8,__real@3fe6a09e60000000,0.7071067690849304
0x1024df78,float,8,__real@4060000000000000,128.0
0x1024df80,float,8,__real@3f80000000000000,0.0078125
0x1024e1e8,float,8,__real@3fb99999a0000000,0.10000000149011612
0x1024e2b8,float,8,__real@403e000000000000,30.0
0x1024e3f0,float,8,__real@3f90000000000000,0.015625
0x1024e3f8,float,8,__real@3fa99999a0000000,0.05000000074505806
0x1024e400,float,8,__real@3fa0000000000000,0.03125
0x1024e438,float,8,__real@3fd0000000000000,0.25
0x1024e560,float,8,__real@3ff921fb60000000,1.5707963705062866
0x1024e568,float,8,__real@3fe921fb60000000,0.7853981852531433
0x1024e92c,float,4,__real@41500000,13.0
0x1024ea68,float,8,__real@405e000000000000,120.0
0x1024ebfc,float,4,__real@41c80000,25.0
0x10250440,float,8,__real@40dfffe000000000,32767.5
0x102504a8,float,8,__real@4080000000000000,512.0
0x102504b0,float,8,__real@3f10000000000000,6.103515625e-05
0x102504b8,float,8,__real@4090000000000000,1024.0
0x102504c0,float,8,__real@40a0000000000000,2048.0
0x102504c8,float,8,__real@3f00000000000000,3.0517578125e-05
0x102504d0,float,8,__real@40d0000000000000,16384.0
0x102504d8,float,8,__real@c080000000000000,-512.0
0x102504e0,float,8,__real@3f40000000000000,0.00048828125
0x102504e8,float,8,__real@40e0000000000000,32768.0
0x102504f0,float,8,__real@c090000000000000,-1024.0
0x10251000,float,8,__real@40699999a0000000,204.8000030517578
0x10251008,float,4,__real@c4000000,-512.0
0x10251aa0,float,4,__real@3c23d70b,0.010000000707805157
0x10251aa8,float,8,__real@3fc99999a0000000,0.20000000298023224
0x10251f08,float,8,__real@412e848000000000,1000000.0
0x10251f10,float,8,__real@3fa47ae147ae147b,0.04
0x10251f18,float,8,__real@3f947ae147ae147b,0.02
0x10252190,float,8,__real@3fe99999a0000000,0.800000011920929
0x10252198,float,8,__real@402e000000000000,15.0
0x102521a0,float,4,__real@c0000000,-2.0
0x10252ae8,float,8,__real@4044000000000000,40.0
0x10252af0,float,8,__real@400921fb60000000,3.1415927410125732
