address,size,type,symbol,name
0x10134b50,0x42,library,?malloc@System@G3D@@SAPAXI@Z,
0x10134ba0,0x12c,library,?alignedMalloc@System@G3D@@SAPAXII@Z,
0x10134cd0,0x48,library,??1?$Array@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@G3D@@QAE@XZ,
0x10134d20,0xe4,library,?realloc@?$Array@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@G3D@@AAEXH@Z,
0x10134e10,0xb,library,?hasSSE@System@G3D@@SA_NXZ,
0x10134e20,0xb,library,?hasSSE2@System@G3D@@SA_NXZ,
0x10134e30,0xb,library,?hasMMX@System@G3D@@SA_NXZ,
0x10134e40,0xb,library,?machineEndian@System@G3D@@SA?AW4G3DEndian@2@XZ,
0x10134e50,0x72,library,?operatingSystem@System@G3D@@SAABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x10134ed0,0x72,library,?cpuArchitecture@System@G3D@@SAABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x10134f50,0x33,library,?memcpy@System@G3D@@SAXPAXPBXI@Z,
0x10134f90,0x34,library,?memset@System@G3D@@SAXPAXEI@Z,
0x10134fd0,0xae,library,?realloc@BufferPool@G3D@@QAEPAXPAXI@Z,
0x10135080,0x24,library,?calloc@System@G3D@@SAPAXII@Z,
0x101350b0,0x47,library,?realloc@System@G3D@@SAPAXPAXI@Z,
0x10135100,0x19b,library,?resize@?$Array@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@G3D@@QAEXH_N@Z,
0x101352a0,0xfb,library,?append@?$Array@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@G3D@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x101353a0,0xd9,library,?reserveBytesWhenOutOfMemory@BinaryOutput@G3D@@AAEXI@Z,
0x10135480,0x74,library,??0BinaryOutput@G3D@@QAE@XZ,
0x10135500,0x66,library,??1BinaryOutput@G3D@@QAE@XZ,
0x10135570,0x16,library,?setEndian@BinaryOutput@G3D@@QAEXW4G3DEndian@2@@Z,
0x10135590,0x99,library,?reallocBuffer@BinaryOutput@G3D@@AAEXII@Z,
0x10135630,0x5e,library,?writeUInt16@BinaryOutput@G3D@@QAEXG@Z,
0x10135690,0x7a,library,?writeUInt32@BinaryOutput@G3D@@QAEXI@Z,
0x10135710,0x57,library,?writeString@BinaryOutput@G3D@@QAEXPBD@Z,
0x10135770,0x1f,library,??0Vector4@G3D@@QAE@ABV01@@Z,
0x10135790,0x60,library,??0Matrix4@G3D@@QAE@ABVCoordinateFrame@1@@Z,
0x101357f0,0x74,library,??0Matrix4@G3D@@QAE@MMMMMMMMMMMMMMMM@Z,
0x10135870,0x34,library,??0Matrix4@G3D@@QAE@XZ,
0x101358b0,0x36,library,?getRow@Matrix4@G3D@@QBE?AVVector4@2@H@Z,
0x101358f0,0x48,library,??8Matrix4@G3D@@QBE_NABV01@@Z,
0x10135940,0xde,library,?orthogonalProjection@Matrix4@G3D@@SA?AV12@MMMMMM@Z,
0x10135a20,0x122,library,?perspectiveProjection@Matrix4@G3D@@SA?AV12@MMMMMM@Z,
0x10135b50,0x14,library,??9Matrix4@G3D@@QBE_NABV01@@Z,
0x10135b70,0x13c,library,?vformat@G3D@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBDPAD@Z,
0x10135b70,316,library,,G3D::vformat
0x10135cb0,0x26,library,?format@G3D@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBDZZ,
0x10135cb0,38,library,,G3D::format
0x10135ce0,0x2f,library,?red@Color3@G3D@@SAABV12@XZ,
0x10135d10,0x2f,library,?green@Color3@G3D@@SAABV12@XZ,
0x10135d40,0x2f,library,?blue@Color3@G3D@@SAABV12@XZ,
0x10135d70,0x35,library,?purple@Color3@G3D@@SAABV12@XZ,
0x10135db0,0x2f,library,?yellow@Color3@G3D@@SAABV12@XZ,
0x10135de0,0x35,library,?orange@Color3@G3D@@SAABV12@XZ,
0x10135e20,0x2d,library,?black@Color3@G3D@@SAABV12@XZ,
0x10135e50,0x31,library,?gray@Color3@G3D@@SAABV12@XZ,
0x10135e90,0x2d,library,?white@Color3@G3D@@SAABV12@XZ,
0x10135ec0,0x14e,library,?wheelRandom@Color3@G3D@@SAABV12@XZ,
0x10136010,0x19,library,??0Color3@G3D@@QAE@ABVVector3@1@@Z,
0x10136030,0x42,library,??0Color3@G3D@@QAE@ABVColor3uint8@1@@Z,
0x10136080,0xc1,library,??KColor3@G3D@@QBE?AV01@M@Z,
0x10136150,0x61,library,?fromARGB@Color3@G3D@@SA?AV12@I@Z,
0x101361c0,0x7e,library,??0Color3uint8@G3D@@QAE@ABVColor3@1@@Z,
0x10136240,0xca,library,?unitize@Quat@G3D@@QBE?AV12@XZ,
0x10136310,0x16,library,??0Matrix3@G3D@@QAE@ABV01@@Z,
0x10136310,0x16,library,??4Matrix3@G3D@@QAEAAV01@ABV01@@Z,
0x10136310,22,library,,G3D::Matrix3::Matrix3
0x10136330,0x41,library,?set@Matrix3@G3D@@QAEXMMMMMMMMM@Z,
0x10136380,0x1e,library,?getColumn@Matrix3@G3D@@QBE?AVVector3@2@H@Z,
0x10136380,30,library,,G3D::Matrix3::getColumn
0x101363a0,0x1e,library,?setColumn@Matrix3@G3D@@QAEXHABVVector3@2@@Z,
0x101363a0,30,library,,G3D::Matrix3::setColumn
0x101363c0,0x48,library,??8Matrix3@G3D@@QBE_NABV01@@Z,
0x10136410,0x14,library,??9Matrix3@G3D@@QBE_NABV01@@Z,
0x10136430,0x5a,library,??HMatrix3@G3D@@QBE?AV01@ABV01@@Z,
0x10136430,90,library,,G3D::Matrix3::operator+
0x10136490,0x6f,library,??DMatrix3@G3D@@QBE?AV01@ABV01@@Z,
0x10136500,0x81,library,??XMatrix3@G3D@@QAEAAV01@ABV01@@Z,
0x10136590,0x3a,library,??GMatrix3@G3D@@QBE?AV01@XZ,
0x101365d0,0x42,library,??DG3D@@YA?AVMatrix3@0@NABV10@@Z,
0x10136620,0x21,library,??DG3D@@YA?AVMatrix3@0@MABV10@@Z,
0x10136620,33,library,,G3D::operator*
0x10136650,0x31,library,?transpose@Matrix3@G3D@@QBE?AV12@XZ,
0x10136650,49,library,,G3D::Matrix3::transpose
0x10136690,0x228,library,?orthonormalize@Matrix3@G3D@@QAEXXZ,
0x101368c0,0x113,library,?fromAxisAngle@Matrix3@G3D@@SA?AV12@ABVVector3@2@M@Z,
0x101369e0,0xe0,library,?toEulerAnglesXYZ@Matrix3@G3D@@QBE_NAAM00@Z,
0x10136ac0,0x1b7,library,?isOrthonormal@Matrix3@G3D@@QBE_NXZ,
0x10136c80,0x154,library,??0Matrix3@G3D@@QAE@ABVQuat@1@@Z,
0x10136de0,0x54,library,??0Matrix3@G3D@@QAE@MMMMMMMMM@Z,
0x10136de0,84,library,,G3D::Matrix3::Matrix3
0x10136e40,0x189,library,?fromEulerAnglesXYZ@Matrix3@G3D@@SA?AV12@MMM@Z,
0x10136e40,393,library,,G3D::Matrix3::fromEulerAnglesXYZ
0x10136fd0,0x189,library,?fromEulerAnglesZXY@Matrix3@G3D@@SA?AV12@MMM@Z,
0x10137160,0x4b,library,?zero@Matrix3@G3D@@SAABV12@XZ,
0x101371b0,0x51,library,?identity@Matrix3@G3D@@SAABV12@XZ,
0x101371b0,81,library,,G3D::Matrix3::identity
